album_id,album_name,release_date,total_track,album_type,album_url
0gPs6VwQ7ec7xXA40Ru7mF,Sumbang,1983-01-01,9,album,https://open.spotify.com/album/0gPs6VwQ7ec7xXA40Ru7mF
6blBsIftRO6U1epQBAVZh4,Mata Dewa,1989-01-01,10,album,https://open.spotify.com/album/6blBsIftRO6U1epQBAVZh4
2rMvP1W18rqZCiTCAKArVu,Ethiopia,1986-01-01,10,album,https://open.spotify.com/album/2rMvP1W18rqZCiTCAKArVu
1UoTGWwXM8Gg3iHfBmiVWH,Opini,1982-01-01,9,album,https://open.spotify.com/album/1UoTGWwXM8Gg3iHfBmiVWH
6jc3YRzhLCcHwMcxLwSsgE,Sore Tugu Pancoran,1985-01-01,10,album,https://open.spotify.com/album/6jc3YRzhLCcHwMcxLwSsgE
1R2c2m3RyaexUtRCtyj3OA,Wakil Rakyat,1987-01-08,10,album,https://open.spotify.com/album/1R2c2m3RyaexUtRCtyj3OA
0vDyJF7qUFxEk4bc3jbnL6,Celoteh - Celoteh,1990-01-08,20,album,https://open.spotify.com/album/0vDyJF7qUFxEk4bc3jbnL6
2apPrCSE1LCLyUt11pUUBS,Lagu Terpopuler Iwan Fals (Vol. 1),1990-08-01,11,album,https://open.spotify.com/album/2apPrCSE1LCLyUt11pUUBS
4EneY8crCrt61L7siIXtkS,Seperti Seharusnya,2012-01-01,10,album,https://open.spotify.com/album/4EneY8crCrt61L7siIXtkS
2GKTEV4wdVmeVhNpyHeDav,Bintang di Surga,2022-10-01,8,album,https://open.spotify.com/album/2GKTEV4wdVmeVhNpyHeDav
5gDL99IQ3ZnsrbuhgI7dc1,Taman Langit,2021-12-01,11,album,https://open.spotify.com/album/5gDL99IQ3ZnsrbuhgI7dc1
0uK0wsKPF8JQOBl54F11xI,Hari Yang Cerah,2022-01-26,10,album,https://open.spotify.com/album/0uK0wsKPF8JQOBl54F11xI
5VLB0w8SZ5plWWzi48XiCt,Sings Legends,2016-04-01,9,album,https://open.spotify.com/album/5VLB0w8SZ5plWWzi48XiCt
2HNKo2vMGhc9wON4NDfb04,ASHER,2023-02-02,7,album,https://open.spotify.com/album/2HNKo2vMGhc9wON4NDfb04
4RQqQiwO3kTfzQI7YQfDMg,Everlast,2024-05-24,10,album,https://open.spotify.com/album/4RQqQiwO3kTfzQI7YQfDMg
0eX3aLzEgrPIIo7DMinZqr,Cinta Tak Pernah Tepat Waktu,2024-07-12,1,single,https://open.spotify.com/album/0eX3aLzEgrPIIo7DMinZqr
4Eupz9BkITuFqlHttMeu9K,Aku Memilihmu,2023-07-13,1,single,https://open.spotify.com/album/4Eupz9BkITuFqlHttMeu9K
2zXox2ZOhTd7VSfPErSXKv,Cinta Begini,2024-03-29,1,single,https://open.spotify.com/album/2zXox2ZOhTd7VSfPErSXKv
7MQvEjN92cqRdNUCMOKCPA,Adu Rayu,2019-02-22,1,single,https://open.spotify.com/album/7MQvEjN92cqRdNUCMOKCPA
6Fgc005bO1YPviuAkzyz6S,Yovie and His Friends : IRREPLACEABLE (#takkanterganti),2013-09-24,11,album,https://open.spotify.com/album/6Fgc005bO1YPviuAkzyz6S
58887aaSwwaOePaJQr6NHP,Apa Artinya Aku,2024-12-12,1,single,https://open.spotify.com/album/58887aaSwwaOePaJQr6NHP
3tqFD0rkjl4GNerGRfAA5q,A Portrait Of Yovie,2005-01-01,12,compilation,https://open.spotify.com/album/3tqFD0rkjl4GNerGRfAA5q
3aEQ9agxX7W9hCR5dQi4jy,Bukan Sebuah Rindu,2024-05-09,1,single,https://open.spotify.com/album/3aEQ9agxX7W9hCR5dQi4jy
5LzimGAss58bgBq3CT9uAD,Kemenangan Hati,2007-01-12,14,album,https://open.spotify.com/album/5LzimGAss58bgBq3CT9uAD
7b0PfthjmXQJ0rRX3mYQrA,1000 Kisah Satu Hati,2010-08-18,12,album,https://open.spotify.com/album/7b0PfthjmXQJ0rRX3mYQrA
0JFtcuEuZqdurpqOY65Pva,Untukmu Selamanya,2007-08-06,12,album,https://open.spotify.com/album/0JFtcuEuZqdurpqOY65Pva
6PxHRLYt5tTsX8xSoeRVAt,Melayang,2005-12-07,12,album,https://open.spotify.com/album/6PxHRLYt5tTsX8xSoeRVAt
0ytbwbmAKfailNYPo1NHtG,Penguasa Hati,2009-04-27,12,album,https://open.spotify.com/album/0ytbwbmAKfailNYPo1NHtG
35r1xKaXcraC2IdYImj68h,Bagaimana Kalau Aku Tidak Baik Baik Saja,2021-07-31,1,single,https://open.spotify.com/album/35r1xKaXcraC2IdYImj68h
5rCDvtR73a8KsViwOZz2PF,Setengah Mati Merindu,2010-06-22,10,album,https://open.spotify.com/album/5rCDvtR73a8KsViwOZz2PF
5ePas69moZqjAW6RZU3jhX,Judika Mencari Cinta,2013-05-13,15,album,https://open.spotify.com/album/5ePas69moZqjAW6RZU3jhX
1h2elFGPiDYv69SXWwLjkr,Judika,2017-04-07,10,album,https://open.spotify.com/album/1h2elFGPiDYv69SXWwLjkr
1zqYuKvhLBILR5PZdyAMyW,Putus Atau Terus,2020-09-14,1,single,https://open.spotify.com/album/1zqYuKvhLBILR5PZdyAMyW
4ZPfbut9xkAmk6yQhTQ4rS,Tak Mungkin Bersama,2020-02-29,1,single,https://open.spotify.com/album/4ZPfbut9xkAmk6yQhTQ4rS
7bHm7ZJyEICZEUUWZnF8xu,Cinta Karena Cinta,2019-06-28,1,single,https://open.spotify.com/album/7bHm7ZJyEICZEUUWZnF8xu
6Irfq3zJ8q2tSo4Jipiywo,Hati & Cinta,2015-08-07,13,album,https://open.spotify.com/album/6Irfq3zJ8q2tSo4Jipiywo
2B5g8Dua4wmu7JOnNX9e8K,Perspektif,2018-08-23,3,single,https://open.spotify.com/album/2B5g8Dua4wmu7JOnNX9e8K
0RIVNgA95YzOPDHD4aYbqZ,terima kasih,2022-10-08,1,single,https://open.spotify.com/album/0RIVNgA95YzOPDHD4aYbqZ
0ddQwITyRo8kFAz31jEUul,L (midnight version),2022-01-19,1,single,https://open.spotify.com/album/0ddQwITyRo8kFAz31jEUul
6CtaPOB7FSs2My9MbvV1u8,The Folk: Side A,2022-12-18,3,single,https://open.spotify.com/album/6CtaPOB7FSs2My9MbvV1u8
42kXGntEYx1eU4HDFLaL5m,Bagaimana Bisa Seseorang,2024-07-26,1,single,https://open.spotify.com/album/42kXGntEYx1eU4HDFLaL5m
47zY7uyQnStZjlbqwrn3M3,Malang,2024-03-22,1,single,https://open.spotify.com/album/47zY7uyQnStZjlbqwrn3M3
6J0Q5uAotOjTN5U9w51CTJ,Di Meja Kopian,2021-12-15,1,single,https://open.spotify.com/album/6J0Q5uAotOjTN5U9w51CTJ
4ZoR00UkfBdVlP6RB7vq5A,Yang Terpilih,2006-12-26,14,album,https://open.spotify.com/album/4ZoR00UkfBdVlP6RB7vq5A
0xA0QM3piWiMF22mqRVT6U,A New Chapter,2017-04-05,9,album,https://open.spotify.com/album/0xA0QM3piWiMF22mqRVT6U
6fr7fkitqzxiVfe6d6oCGQ,Kembali,2004-12-24,10,album,https://open.spotify.com/album/6fr7fkitqzxiVfe6d6oCGQ
2OIGarkXqPjwJQxN6IsJOn,Harmoni: Jalinan Nada Cerita,2010-08-05,14,compilation,https://open.spotify.com/album/2OIGarkXqPjwJQxN6IsJOn
5nCPq0ccqlFWF8fsXNwuqU,Rossa,2009-01-09,12,album,https://open.spotify.com/album/5nCPq0ccqlFWF8fsXNwuqU
61AGUY22dIy89vcxCUvC00,Kenyataan Perasaan,2007-01-15,12,album,https://open.spotify.com/album/61AGUY22dIy89vcxCUvC00
0SGKVrJINkmC5vhhFtuw1d,Tak Lekang Oleh Waktu,2008-05-28,11,album,https://open.spotify.com/album/0SGKVrJINkmC5vhhFtuw1d
2B8l4oOrTfYLHwr9DMrKRW,Semua Tentang Cinta,2009-12-28,12,album,https://open.spotify.com/album/2B8l4oOrTfYLHwr9DMrKRW
5jKwWhWjWPQK5Ow8sjVRTr,Kejujuran Hati,2005-06-29,12,album,https://open.spotify.com/album/5jKwWhWjWPQK5Ow8sjVRTr
0vSHsv7utOeHw0BuInwi08,Kerispatih And Friends,2010-07-21,5,single,https://open.spotify.com/album/0vSHsv7utOeHw0BuInwi08
4ehjkt2KhPomUc7duIqeyD,Tutur Batin,2021-10-22,11,album,https://open.spotify.com/album/4ehjkt2KhPomUc7duIqeyD
6xzJINIJok2KZur8OzQQT8,YURA,2014-03-19,9,album,https://open.spotify.com/album/6xzJINIJok2KZur8OzQQT8
0LqqN2YAboL8vcXqJYpEme,Jalan Pulang,2023-01-19,1,single,https://open.spotify.com/album/0LqqN2YAboL8vcXqJYpEme
5u9zb0LiJTVpTyhNUgNkLp,Merakit,2018-09-21,9,album,https://open.spotify.com/album/5u9zb0LiJTVpTyhNUgNkLp
5Hb50nIh6byYRzkyTYHxUG,Harus Bahagia,2018-03-02,1,single,https://open.spotify.com/album/5Hb50nIh6byYRzkyTYHxUG
0CldqsbNN45kEsKJl3PP4k,Lihatlah Lebih Dekat,2023-06-14,1,single,https://open.spotify.com/album/0CldqsbNN45kEsKJl3PP4k
6Ww2FnpfXq6wYZHgzFl4pV,Melodichildish,2015-05-31,10,album,https://open.spotify.com/album/6Ww2FnpfXq6wYZHgzFl4pV
4x9he0VjUk6wjVJk162Vjj,Introvert,2023-05-05,1,single,https://open.spotify.com/album/4x9he0VjUk6wjVJk162Vjj
3ohNPldfy3IxJaGIwly9wR,Indah Tak Sempurna,2016-09-02,1,single,https://open.spotify.com/album/3ohNPldfy3IxJaGIwly9wR
4iq8PTDJboLhjvIEd7EahL,Mantan,2016-04-19,1,single,https://open.spotify.com/album/4iq8PTDJboLhjvIEd7EahL
6TmGSrw8Lz2ZXWWO3O3rdA,Korban Lelaki,2015-02-17,1,single,https://open.spotify.com/album/6TmGSrw8Lz2ZXWWO3O3rdA
0WuLhan2H2NBpxNOPlIxD1,Jav,2019-07-23,1,single,https://open.spotify.com/album/0WuLhan2H2NBpxNOPlIxD1
6SeqxI6vJf0q2HBFcQqQUY,Dustai,2019-04-19,1,single,https://open.spotify.com/album/6SeqxI6vJf0q2HBFcQqQUY
7L7LNEoL5tgH6CvWEnNDt1,Lelaku,2015-04-20,9,album,https://open.spotify.com/album/7L7LNEoL5tgH6CvWEnNDt1
01PCAiyhBHXTj9KfSigcQz,Ego & Fungsi Otak,2018-04-20,7,album,https://open.spotify.com/album/01PCAiyhBHXTj9KfSigcQz
6XVW3zoK1nmskW7drvHy9h,Nalar,2023-04-18,10,album,https://open.spotify.com/album/6XVW3zoK1nmskW7drvHy9h
2svR3lTZ0z5FGpQEEyxX6T,Rapsodi,2020-01-09,5,single,https://open.spotify.com/album/2svR3lTZ0z5FGpQEEyxX6T
7MpAqxM7Mew0Vb1clDl6pJ,Mahagita Vol. 2,2023-10-27,11,album,https://open.spotify.com/album/7MpAqxM7Mew0Vb1clDl6pJ
5nATWPrpqcW1IYuHO7jO9e,Mahagita - Kamikyokutachi,2016-01-01,15,album,https://open.spotify.com/album/5nATWPrpqcW1IYuHO7jO9e
26VpWxdiIXNXUTLLZcT9ku,Pajama Drive,2012-12-13,16,album,https://open.spotify.com/album/26VpWxdiIXNXUTLLZcT9ku
0bdUBzOW4q6d26z2RbnaiM,Heavy Rotation,2013-01-01,10,album,https://open.spotify.com/album/0bdUBzOW4q6d26z2RbnaiM
0j84qPebv2OwwbXxcbl0cj,Theater No Megami - Dewi Theater,2020-01-01,17,album,https://open.spotify.com/album/0j84qPebv2OwwbXxcbl0cj
12NWZ9Mqv0wEotkMHmrDNm,Magic Hour,2024-05-10,1,single,https://open.spotify.com/album/12NWZ9Mqv0wEotkMHmrDNm
6ifjItwHx7S2mhoX6tWSlK,Cintailah Cinta,2002-04-05,9,album,https://open.spotify.com/album/6ifjItwHx7S2mhoX6tWSlK
3LRdN6TlxSk6DJqpSWwdFQ,Bintang Lima,2000-05-15,11,album,https://open.spotify.com/album/3LRdN6TlxSk6DJqpSWwdFQ
3JF2TLCAfnfGe7uahgIeWE,Laskar Cinta,2004-11-24,12,album,https://open.spotify.com/album/3JF2TLCAfnfGe7uahgIeWE
3JyJQxbVR1nCUdNn1aXYTX,Aku Yang Jatuh Cinta,2021-11-19,1,single,https://open.spotify.com/album/3JyJQxbVR1nCUdNn1aXYTX
6qaLCPiq4O78Rs4XtmFnnO,Dudy Oris X Krishna Balagita,2021-04-05,5,single,https://open.spotify.com/album/6qaLCPiq4O78Rs4XtmFnnO
0uLmrILkMpzlwLNAtNyCKW,Bukan Hati Yang Kutunggu,2024-10-31,1,single,https://open.spotify.com/album/0uLmrILkMpzlwLNAtNyCKW
2mcr4azMlUwUWJXyBDRVgc,Aku Menunggumu,2022-07-12,1,single,https://open.spotify.com/album/2mcr4azMlUwUWJXyBDRVgc
7MQWfa9pQ0cyxY91da9kYn,Dia Yang Kau Pilih,2023-06-30,1,single,https://open.spotify.com/album/7MQWfa9pQ0cyxY91da9kYn
61JqQPVSWNqDohYhASYxKi,Kau Buatku Menangis,2022-12-11,1,single,https://open.spotify.com/album/61JqQPVSWNqDohYhASYxKi
2l6Z4xzGyNOUgczCIFYlu7,Seisi Hati,2023-07-23,1,single,https://open.spotify.com/album/2l6Z4xzGyNOUgczCIFYlu7
4tov7lTohKLJwrftjqMuAy,Discography Hitam Putih,2005-07-01,10,album,https://open.spotify.com/album/4tov7lTohKLJwrftjqMuAy
7yPSAiNXzKyxO2yUMMSuP2,Seven,2014-02-24,10,album,https://open.spotify.com/album/7yPSAiNXzKyxO2yUMMSuP2
1m703o0Vy6Du4Pjbzr9O3p,SKA Phobia,1999-09-08,10,album,https://open.spotify.com/album/1m703o0Vy6Du4Pjbzr9O3p
2kIdszrvBhqC9S7N00FAGG,Mereka Tak Pernah Mengerti,2001-07-15,10,album,https://open.spotify.com/album/2kIdszrvBhqC9S7N00FAGG
46kZzOgXKPzzcG3cP079D7,Cerita Tahun Lalu,2017-05-18,1,single,https://open.spotify.com/album/46kZzOgXKPzzcG3cP079D7
2SmU6r1YyFGH1KwCYSithy,Meraih Bintang,2011-01-03,11,album,https://open.spotify.com/album/2SmU6r1YyFGH1KwCYSithy
1Y8F20UfzbynDnmWAlCTYB,Seleksi Hits,2012-06-22,12,album,https://open.spotify.com/album/1Y8F20UfzbynDnmWAlCTYB
05B6p2H1pBsacrl5DnXXbl,Anugrah Terindah,2009-09-01,12,album,https://open.spotify.com/album/05B6p2H1pBsacrl5DnXXbl
0l65hKxTH2CFPJ61kzRayA,Love Is ...,2016-02-02,10,album,https://open.spotify.com/album/0l65hKxTH2CFPJ61kzRayA
0JCLBNTCR1M1e8zSTxE0S5,Kasmaran,2024-11-05,1,single,https://open.spotify.com/album/0JCLBNTCR1M1e8zSTxE0S5
1DynZXJq0QLlWT4LYLBDxC,Mata Hati Telinga,2007-02-27,6,single,https://open.spotify.com/album/1DynZXJq0QLlWT4LYLBDxC
7MOtj3C2YQZYXJDL7nInP0,Senja Teduh Pelita,2019-03-15,1,single,https://open.spotify.com/album/7MOtj3C2YQZYXJDL7nInP0
163yHPYgK5ScZO4YF1fYeB,CAN MACHINES FALL IN LOVE?,2024-05-30,7,album,https://open.spotify.com/album/163yHPYgK5ScZO4YF1fYeB
5ceHrIfwRLH0mET4sJlnbv,Free Your Mind (Deluxe),2008-02-20,15,album,https://open.spotify.com/album/5ceHrIfwRLH0mET4sJlnbv
6xBlB6lznV9ZjVlPq7Xd80,RAYA,2021-02-14,6,single,https://open.spotify.com/album/6xBlB6lznV9ZjVlPq7Xd80
0FZ1osA3ItsZy7t8xJn9cw,Sriwedari,2013-02-10,8,album,https://open.spotify.com/album/0FZ1osA3ItsZy7t8xJn9cw
3VFaR9tLlr2F5UPj85r7d9,The Beginning Of A Beautiful Life,2010-07-08,7,album,https://open.spotify.com/album/3VFaR9tLlr2F5UPj85r7d9
2RNiOxbTKTqO549ZrsEdTV,Puisi,2023-12-07,14,album,https://open.spotify.com/album/2RNiOxbTKTqO549ZrsEdTV
5Tcp5JO69PqaiRBa5VebCt,Damaikan Dunia,2020-07-10,1,single,https://open.spotify.com/album/5Tcp5JO69PqaiRBa5VebCt
3q65FljM2WnT8z3nZumLDZ,Diam - Diam,2021-02-05,1,single,https://open.spotify.com/album/3q65FljM2WnT8z3nZumLDZ
1wCop93d6T0oG496Qman6b,Maju Terus Pantang Mundur (Deluxe Version),2018-02-23,15,album,https://open.spotify.com/album/1wCop93d6T0oG496Qman6b
78rrGhb8kb4g0P8ewToKIo,Satu Hati Sejuta Cinta,2012-04-30,10,album,https://open.spotify.com/album/78rrGhb8kb4g0P8ewToKIo
3WOli1F3NswIesoWcJ6jpa,Pagi Pulang Pagi,2014-09-17,10,album,https://open.spotify.com/album/3WOli1F3NswIesoWcJ6jpa
6mixtFXmNlRT3i3Dj2GmDE,Hal Terbesar,2009-07-23,10,album,https://open.spotify.com/album/6mixtFXmNlRT3i3Dj2GmDE
6JZRJTpUNTsaTqk5auZj52,Senandung Hati dan Jiwa,2009-05-14,14,album,https://open.spotify.com/album/6JZRJTpUNTsaTqk5auZj52
1muxhaxJ0RScTQiWp7cpBJ,Isyarat Hati,2006-03-27,13,album,https://open.spotify.com/album/1muxhaxJ0RScTQiWp7cpBJ
1L71H6xIQtJTpL0rf3W4wN,NaFF,2003-03-17,12,album,https://open.spotify.com/album/1L71H6xIQtJTpL0rf3W4wN
1YqXngftEFgRgqeohCZk9b,Rahasia Hati,2008-03-12,11,album,https://open.spotify.com/album/1YqXngftEFgRgqeohCZk9b
52oKGiDILlhzCK4qYfkfDo,Chapter 07,2011-01-27,10,album,https://open.spotify.com/album/52oKGiDILlhzCK4qYfkfDo
0pLC2EIZV2q4Ds7L7qbZaR,Hingga Tua Bersama,2021-05-12,1,single,https://open.spotify.com/album/0pLC2EIZV2q4Ds7L7qbZaR
5Qk3VFJJ4CKS3zcBNp2YRs,Terlukis Indah,2021-07-09,1,single,https://open.spotify.com/album/5Qk3VFJJ4CKS3zcBNp2YRs
0IMFkRKyUm5tkObtRWmjVs,Kesempurnaan Cinta,2015-08-11,1,single,https://open.spotify.com/album/0IMFkRKyUm5tkObtRWmjVs
0YDzTzUpaEBrltZExIKqKz,Marion,2019-07-19,11,album,https://open.spotify.com/album/0YDzTzUpaEBrltZExIKqKz
4UMZ39OkM8UHTaz6r2kNtg,Seperti Kisah,2021-02-12,1,single,https://open.spotify.com/album/4UMZ39OkM8UHTaz6r2kNtg
4qsujxuNSgTvt6xd8oMvt1,Penantian Berharga,2016-09-06,1,single,https://open.spotify.com/album/4qsujxuNSgTvt6xd8oMvt1
68Dj12w7kpLj3B4teBLC07,Cuek,2020-08-07,1,single,https://open.spotify.com/album/68Dj12w7kpLj3B4teBLC07
3HPCPn1OeQGzC2FIvyBxBi,Jejak,2018-11-30,9,album,https://open.spotify.com/album/3HPCPn1OeQGzC2FIvyBxBi
0jLmF8JGlWOHgs7zLUR6Cg,Makna Cinta,2020-09-04,1,single,https://open.spotify.com/album/0jLmF8JGlWOHgs7zLUR6Cg
2uy4WkOAatMqKXI3dtusiE,P.U.S.P.A.,2008-06-28,12,album,https://open.spotify.com/album/2uy4WkOAatMqKXI3dtusiE
6A5YhGgwsjVHSIekeSctTA,Jalan Terbaik,2006-04-12,10,album,https://open.spotify.com/album/6A5YhGgwsjVHSIekeSctTA
3nh5Hdr2nEwUTPjrxLmjZe,Pangeran Cinta,2010-05-10,12,album,https://open.spotify.com/album/3nh5Hdr2nEwUTPjrxLmjZe
3m02WvmsIHdn8IbHYeOfM0,Cinta Tak Harus Memiliki,2011-02-01,1,single,https://open.spotify.com/album/3m02WvmsIHdn8IbHYeOfM0
